cik,years_present,annual_filing_count,year_2021_present,year_2022_present,year_2023_present,year_2024_present,years_present_count
0001787000,"2021,2022,2023,2024",4,True,True,True,True,4
0001787001,"2021,2022,2023,2024",4,True,True,True,True,4
0001787005,"2021,2022",2,True,True,False,False,2
0001787123,"2021,2022",2,True,True,False,False,2
0001787297,"2021,2022,2023,2024",4,True,True,True,True,4
0001787304,"2021,2022,2023",3,True,True,True,False,3
0001787306,"2021,2022,2023,2024",6,True,True,True,True,4
0001787384,"2021,2022",2,True,True,False,False,2
0001787400,"2021,2022,2023,2024",4,True,True,True,True,4
0001787412,"2021,2023",4,True,False,True,False,2
0001787414,"2021,2022,2023,2024",5,True,True,True,True,4
0001787489,"2021,2022,2023",3,True,True,True,False,3
0001787490,"2021,2022,2023,2024",4,True,True,True,True,4
0001787518,"2021,2022,2023,2024",5,True,True,True,True,4
0001787640,2022,1,False,True,False,False,1
0001787740,"2022,2023,2024",3,False,True,True,True,3
0001787791,2021,2,True,False,False,False,1
0001787912,"2021,2022,2023,2024",4,True,True,True,True,4
0001788028,"2021,2022,2023,2024",6,True,True,True,True,4
0001788503,"2021,2022,2023",3,True,True,True,False,3
0001788717,"2022,2023",2,False,True,True,False,2
0001788818,"2021,2022,2023",3,True,True,True,False,3
0001788841,"2021,2022,2023,2024",5,True,True,True,True,4
0001788882,"2021,2022,2023,2024",4,True,True,True,True,4
0001788999,"2023,2024",2,False,False,True,True,2
0001789029,"2021,2022,2023,2024",6,True,True,True,True,4
0001789192,"2021,2022,2023,2024",4,True,True,True,True,4
0001789307,"2021,2022,2023,2024",4,True,True,True,True,4
0001789330,"2021,2022",3,True,True,False,False,2
0001789356,"2021,2022,2023,2024",4,True,True,True,True,4
0001789755,"2021,2022,2023",3,True,True,True,False,3
0001789760,2021,1,True,False,False,False,1
0001789769,"2022,2023,2024",3,False,True,True,True,3
0001789832,"2021,2022,2023,2024",4,True,True,True,True,4
0001789892,"2021,2022,2023",3,True,True,True,False,3
0001789940,"2022,2023,2024",3,False,True,True,True,3
0001789954,"2021,2022,2023,2024",4,True,True,True,True,4
0001789972,"2021,2022,2023,2024",4,True,True,True,True,4
0001790013,"2021,2022,2023,2024",4,True,True,True,True,4
0001790121,"2021,2022",3,True,True,False,False,2
0001790169,"2023,2024",3,False,False,True,True,2
0001790340,"2022,2023,2024",3,False,True,True,True,3
0001790441,"2021,2022,2023,2024",4,True,True,True,True,4
0001790625,"2021,2022,2023",4,True,True,True,False,3
0001790665,"2021,2022",5,True,True,False,False,2
0001790982,"2021,2022,2023",3,True,True,True,False,3
0001791091,"2021,2022",2,True,True,False,False,2
0001791183,"2021,2022,2023,2024",4,True,True,True,True,4
0001791239,"2021,2022,2023,2024",4,True,True,True,True,4
0001791295,"2021,2022,2023,2024",4,True,True,True,True,4
0001791325,"2021,2022,2023",4,True,True,True,False,3
0001791507,"2021,2022",2,True,True,False,False,2
0001792044,"2021,2022,2023,2024",8,True,True,True,True,4
0001792157,"2021,2022,2023,2024",4,True,True,True,True,4
0001792158,"2021,2022,2023,2024",4,True,True,True,True,4
0001792159,"2021,2022",2,True,True,False,False,2
0001792414,"2021,2022,2023,2024",4,True,True,True,True,4
0001792509,"2021,2022,2023,2024",4,True,True,True,True,4
0001792580,"2021,2022,2023,2024",4,True,True,True,True,4
0001792581,"2021,2022,2023,2024",7,True,True,True,True,4
0001792781,"2022,2023,2024",3,False,True,True,True,3
0001792789,"2021,2022,2023,2024",4,True,True,True,True,4
0001792849,"2021,2022,2023,2024",4,True,True,True,True,4
0001792905,"2021,2022,2023,2024",4,True,True,True,True,4
0001792941,"2021,2022,2023,2024",5,True,True,True,True,4
0001793014,"2021,2022,2023",3,True,True,True,False,3
0001793165,"2021,2022,2023,2024",4,True,True,True,True,4
0001793229,"2021,2022,2023,2024",5,True,True,True,True,4
0001793294,2021,1,True,False,False,False,1
0001793330,"2021,2022",3,True,True,False,False,2
0001793497,"2023,2024",2,False,False,True,True,2
0001793612,"2021,2022,2023",3,True,True,True,False,3
0001793651,"2021,2022,2023,2024",4,True,True,True,True,4
0001793659,"2021,2022,2023,2024",6,True,True,True,True,4
0001793667,"2021,2022,2023",3,True,True,True,False,3
0001793744,"2021,2022,2023,2024",4,True,True,True,True,4
0001793856,"2021,2022,2023,2024",4,True,True,True,True,4
0001794276,"2022,2023,2024",4,False,True,True,True,3
0001794303,"2021,2022,2023,2024",4,True,True,True,True,4
0001794515,"2021,2022,2023,2024",5,True,True,True,True,4
0001794621,"2021,2022",7,True,True,False,False,2
0001794669,"2021,2022,2023,2024",5,True,True,True,True,4
0001794717,"2021,2022",4,True,True,False,False,2
0001794776,"2021,2022,2023,2024",4,True,True,True,True,4
0001794783,"2021,2022,2023,2024",5,True,True,True,True,4
0001794905,"2021,2022,2023",5,True,True,True,False,3
0001794942,"2021,2022,2023,2024",4,True,True,True,True,4
0001795139,"2021,2022,2023,2024",7,True,True,True,True,4
0001795250,"2021,2022,2023,2024",5,True,True,True,True,4
0001795772,"2021,2022,2023",3,True,True,True,False,3
0001795815,2024,1,False,False,False,True,1
0001795938,"2021,2022,2023,2024",5,True,True,True,True,4
0001796022,"2021,2022,2023,2024",4,True,True,True,True,4
0001796129,"2021,2022,2023,2024",5,True,True,True,True,4
0001796160,"2022,2023,2024",3,False,True,True,True,3
0001796209,"2021,2022,2023,2024",5,True,True,True,True,4
0001796280,"2021,2022,2023,2024",4,True,True,True,True,4
0001796297,2021,1,True,False,False,False,1
0001796303,2021,2,True,False,False,False,1
0001796514,2024,1,False,False,False,True,1
0001796587,"2021,2022,2023",3,True,True,True,False,3
0001796705,"2021,2022,2023",3,True,True,True,False,3
0001796949,"2021,2022,2023,2024",5,True,True,True,True,4
0001796981,"2021,2022",2,True,True,False,False,2
0001797056,"2021,2022,2023,2024",4,True,True,True,True,4
0001797057,"2021,2022,2023",3,True,True,True,False,3
0001797084,"2021,2022",2,True,True,False,False,2
0001797099,2021,2,True,False,False,False,1
0001797288,"2021,2022,2023,2024",4,True,True,True,True,4
0001797336,"2021,2022,2023",3,True,True,True,False,3
0001797679,"2021,2022,2023,2024",4,True,True,True,True,4
0001797762,"2021,2022,2023",7,True,True,True,False,3
0001797768,"2021,2022,2023,2024",5,True,True,True,True,4
0001798100,"2021,2022,2023,2024",4,True,True,True,True,4
0001798270,"2021,2022,2023,2024",4,True,True,True,True,4
0001798272,"2021,2022,2023,2024",4,True,True,True,True,4
0001798388,"2021,2022,2023,2024",4,True,True,True,True,4
0001798458,"2021,2022,2023,2024",4,True,True,True,True,4
0001798562,"2021,2022,2023,2024",6,True,True,True,True,4
0001798682,"2021,2022",2,True,True,False,False,2
0001798749,"2022,2023,2024",3,False,True,True,True,3
0001799011,"2022,2023,2024",3,False,True,True,True,3
0001799075,"2021,2022",2,True,True,False,False,2
0001799186,"2021,2022,2023",3,True,True,True,False,3
0001799191,"2021,2022,2023,2024",8,True,True,True,True,4
0001799208,"2021,2022,2023,2024",4,True,True,True,True,4
0001799332,"2021,2022,2023,2024",5,True,True,True,True,4
0001799385,"2021,2022,2023,2024",4,True,True,True,True,4
0001799448,"2021,2022,2023,2024",4,True,True,True,True,4
0001799463,"2021,2022,2023,2024",4,True,True,True,True,4
0001799516,"2021,2022",2,True,True,False,False,2
0001799611,2021,1,True,False,False,False,1
0001799766,"2021,2022,2023",3,True,True,True,False,3
0001799788,"2021,2022,2023,2024",5,True,True,True,True,4
0001799850,"2021,2022",2,True,True,False,False,2
0001799858,2022,1,False,True,False,False,1
0001800199,"2021,2022",2,True,True,False,False,2
0001800227,"2021,2022,2023,2024",4,True,True,True,True,4
0001800294,"2021,2022,2023,2024",4,True,True,True,True,4
0001800315,"2021,2022,2023,2024",4,True,True,True,True,4
0001800347,"2021,2022,2023,2024",6,True,True,True,True,4
0001800373,"2021,2022,2023,2024",5,True,True,True,True,4
0001800392,"2021,2022,2023",3,True,True,True,False,3
0001800398,"2021,2022,2023,2024",4,True,True,True,True,4
0001800637,"2021,2022,2023,2024",5,True,True,True,True,4
0001800667,"2021,2022,2023,2024",4,True,True,True,True,4
0001800682,"2021,2022,2023,2024",6,True,True,True,True,4
0001801075,"2021,2022",3,True,True,False,False,2
0001801169,"2021,2022,2023,2024",4,True,True,True,True,4
0001801170,"2021,2022,2023,2024",4,True,True,True,True,4
0001801338,"2021,2022,2023,2024",4,True,True,True,True,4
0001801368,"2021,2022,2023,2024",4,True,True,True,True,4
0001801390,"2021,2022,2023,2024",4,True,True,True,True,4
0001801417,"2022,2023,2024",3,False,True,True,True,3
0001801602,"2022,2023,2024",4,False,True,True,True,3
0001801661,"2021,2022,2023,2024",5,True,True,True,True,4
0001801738,"2021,2022,2023,2024",5,True,True,True,True,4
0001801754,"2021,2022,2023",4,True,True,True,False,3
0001801762,2022,1,False,True,False,False,1
0001801777,"2021,2022,2023",4,True,True,True,False,3
0001802156,"2022,2023,2024",4,False,True,True,True,3
0001802215,"2021,2022,2023,2024",4,True,True,True,True,4
0001802450,"2021,2022,2023,2024",7,True,True,True,True,4
0001802457,"2021,2022,2023,2024",6,True,True,True,True,4
0001802546,"2021,2022,2023",3,True,True,True,False,3
0001802617,"2021,2022,2023",3,True,True,True,False,3
0001802665,"2021,2022,2023,2024",5,True,True,True,True,4
0001802749,"2021,2022,2023",3,True,True,True,False,3
0001802768,"2021,2022,2023,2024",4,True,True,True,True,4
0001802974,"2021,2022,2023,2024",5,True,True,True,True,4
0001803020,"2021,2022",2,True,True,False,False,2
0001803096,"2021,2022,2023,2024",5,True,True,True,True,4
0001803308,"2021,2022,2023,2024",4,True,True,True,True,4
0001803498,"2021,2022,2023,2024",4,True,True,True,True,4
0001803599,"2021,2022,2023,2024",4,True,True,True,True,4
0001803696,"2021,2022,2023,2024",4,True,True,True,True,4
0001803702,"2021,2022,2023,2024",4,True,True,True,True,4
0001803737,"2023,2024",4,False,False,True,True,2
0001803827,2021,2,True,False,False,False,1
0001803858,"2021,2022,2023,2024",4,True,True,True,True,4
0001803901,"2021,2022,2023,2024",6,True,True,True,True,4
0001803914,"2021,2022,2023,2024",5,True,True,True,True,4
0001803935,"2021,2022,2023",3,True,True,True,False,3
0001803977,"2021,2022,2023,2024",5,True,True,True,True,4
0001804176,"2021,2022,2023,2024",7,True,True,True,True,4
0001804591,"2021,2022,2023,2024",6,True,True,True,True,4
0001804745,"2021,2022,2023,2024",5,True,True,True,True,4
0001805024,"2021,2022,2023",3,True,True,True,False,3
0001805077,"2021,2022,2023,2024",5,True,True,True,True,4
0001805087,"2021,2022,2023",7,True,True,True,False,3
0001805284,"2021,2022,2023,2024",4,True,True,True,True,4
0001805385,"2021,2022,2023,2024",5,True,True,True,True,4
0001805387,"2021,2022,2023,2024",6,True,True,True,True,4
0001805508,2022,1,False,True,False,False,1
0001805521,"2021,2022,2023,2024",8,True,True,True,True,4
0001805526,2024,1,False,False,False,True,1
0001805574,"2021,2022,2023",3,True,True,True,False,3
0001805616,"2021,2022,2023,2024",4,True,True,True,True,4
0001805651,"2021,2022,2023,2024",6,True,True,True,True,4
0001805795,"2021,2022",3,True,True,False,False,2
0001805833,"2021,2022,2023,2024",8,True,True,True,True,4
0001805890,"2021,2022,2023,2024",5,True,True,True,True,4
0001806151,"2021,2022,2023",3,True,True,True,False,3
0001806152,"2021,2022,2023,2024",4,True,True,True,True,4
0001806156,2022,1,False,True,False,False,1
0001806201,"2021,2022,2023,2024",4,True,True,True,True,4
0001806211,"2021,2022,2023",3,True,True,True,False,3
0001806310,"2021,2022,2023,2024",5,True,True,True,True,4
0001806347,"2023,2024",2,False,False,True,True,2
0001806837,"2021,2022,2023,2024",4,True,True,True,True,4
0001806931,"2021,2022,2023,2024",4,True,True,True,True,4
0001806944,"2021,2022,2023,2024",4,True,True,True,True,4
0001806952,"2022,2023,2024",3,False,True,True,True,3
0001807011,"2021,2022",2,True,True,False,False,2
0001807046,"2022,2023,2024",4,False,True,True,True,3
0001807120,"2022,2023,2024",3,False,True,True,True,3
0001807166,"2021,2022,2023,2024",5,True,True,True,True,4
0001807427,"2021,2022,2023,2024",4,True,True,True,True,4
0001807594,"2021,2022,2023",5,True,True,True,False,3
0001807616,"2022,2023,2024",6,False,True,True,True,3
0001807634,"2021,2022,2023,2024",4,True,True,True,True,4
0001807707,"2021,2022,2023",4,True,True,True,False,3
0001807765,"2021,2022,2023,2024",7,True,True,True,True,4
0001807794,"2022,2023,2024",4,False,True,True,True,3
0001807846,"2021,2022,2023,2024",6,True,True,True,True,4
0001807887,"2021,2022,2023,2024",10,True,True,True,True,4
0001807893,"2021,2022,2023,2024",4,True,True,True,True,4
0001807901,2021,2,True,False,False,False,1
0001808158,"2021,2022,2023,2024",4,True,True,True,True,4
0001808220,"2021,2022,2023,2024",4,True,True,True,True,4
0001808377,"2023,2024",2,False,False,True,True,2
0001808503,"2021,2022,2023,2024",4,True,True,True,True,4
0001808575,"2021,2022,2023,2024",4,True,True,True,True,4
0001808665,"2021,2022,2023,2024",4,True,True,True,True,4
0001808805,"2021,2022,2023,2024",4,True,True,True,True,4
0001808834,"2021,2022,2023,2024",5,True,True,True,True,4
0001808865,"2021,2022,2023,2024",4,True,True,True,True,4
0001808898,"2021,2022,2023,2024",4,True,True,True,True,4
0001808997,"2021,2022,2023,2024",4,True,True,True,True,4
0001809104,"2021,2022,2023,2024",6,True,True,True,True,4
0001809291,"2021,2022,2023",3,True,True,True,False,3
0001809353,"2021,2022,2023",5,True,True,True,False,3
0001809519,"2021,2022,2023,2024",4,True,True,True,True,4
0001809750,"2023,2024",2,False,False,True,True,2
0001809987,"2021,2022,2023,2024",5,True,True,True,True,4
0001810019,"2021,2022,2023,2024",4,True,True,True,True,4
0001810050,"2021,2022,2023,2024",4,True,True,True,True,4
0001810070,"2021,2022,2023",3,True,True,True,False,3
0001810140,"2021,2022,2023",6,True,True,True,False,3
0001810182,"2021,2022,2023,2024",4,True,True,True,True,4
0001810491,2021,3,True,False,False,False,1
0001810546,"2021,2022,2023,2024",4,True,True,True,True,4
0001810560,"2021,2022,2023,2024",6,True,True,True,True,4
0001810739,"2021,2022,2023",3,True,True,True,False,3
0001810806,"2021,2022,2023,2024",4,True,True,True,True,4
0001811063,"2021,2022,2023,2024",6,True,True,True,True,4
0001811074,"2021,2022,2023,2024",4,True,True,True,True,4
0001811109,"2021,2022,2023,2024",6,True,True,True,True,4
0001811115,"2023,2024",3,False,False,True,True,2
0001811210,"2021,2022,2023,2024",5,True,True,True,True,4
0001811414,"2021,2022,2023,2024",7,True,True,True,True,4
0001811530,"2021,2022,2023,2024",5,True,True,True,True,4
0001811623,"2023,2024",2,False,False,True,True,2
0001811764,"2021,2022,2023",3,True,True,True,False,3
0001811856,"2022,2023",3,False,True,True,False,2
0001811882,"2021,2022",4,True,True,False,False,2
0001811972,"2021,2022,2023,2024",4,True,True,True,True,4
0001811999,"2021,2022,2023,2024",4,True,True,True,True,4
0001812173,"2021,2022,2023,2024",5,True,True,True,True,4
0001812234,"2021,2022,2023",5,True,True,True,False,3
0001812360,"2021,2022,2023,2024",5,True,True,True,True,4
0001812364,"2021,2022,2023,2024",4,True,True,True,True,4
0001812528,"2021,2022,2023,2024",4,True,True,True,True,4
0001812554,"2021,2022,2023,2024",4,True,True,True,True,4
0001812604,"2021,2022,2023,2024",4,True,True,True,True,4
0001812667,"2021,2022",4,True,True,False,False,2
0001812727,"2021,2022,2023,2024",5,True,True,True,True,4
0001812807,"2021,2022,2023,2024",4,True,True,True,True,4
0001813420,"2021,2022,2023,2024",4,True,True,True,True,4
0001813452,"2022,2023,2024",4,False,True,True,True,3
0001813603,"2021,2022,2023,2024",4,True,True,True,True,4
0001813658,"2021,2022,2023",5,True,True,True,False,3
0001813677,"2021,2022,2023,2024",4,True,True,True,True,4
0001813722,"2021,2022,2023,2024",4,True,True,True,True,4
0001813744,"2021,2022,2023,2024",5,True,True,True,True,4
0001813756,"2021,2022,2023",5,True,True,True,False,3
0001813793,"2021,2022",2,True,True,False,False,2
0001813814,"2022,2023,2024",3,False,True,True,True,3
0001813914,"2021,2022,2023,2024",8,True,True,True,True,4
0001814114,"2021,2022,2023,2024",5,True,True,True,True,4
0001814140,"2022,2023",2,False,True,True,False,2
0001814210,"2021,2022,2023,2024",4,True,True,True,True,4
0001814215,"2021,2022,2023,2024",10,True,True,True,True,4
0001814237,"2021,2022,2023",3,True,True,True,False,3
0001814287,"2021,2022,2023,2024",8,True,True,True,True,4
0001814294,"2021,2022,2023,2024",4,True,True,True,True,4
0001814329,"2021,2022,2023,2024",6,True,True,True,True,4
0001814389,"2021,2022,2023,2024",4,True,True,True,True,4
0001814728,"2021,2022",4,True,True,False,False,2
0001814824,2021,2,True,False,False,False,1
0001814917,"2021,2022,2023,2024",4,True,True,True,True,4
0001814974,"2021,2022,2023,2024",4,True,True,True,True,4
0001815086,"2021,2022,2023",5,True,True,True,False,3
0001815184,"2021,2022",4,True,True,False,False,2
0001815302,2021,3,True,False,False,False,1
0001815442,"2021,2022,2023,2024",4,True,True,True,True,4
0001815495,2021,2,True,False,False,False,1
0001815526,2021,2,True,False,False,False,1
0001815547,2022,1,False,True,False,False,1
0001815632,"2021,2022,2024",4,True,True,False,True,3
0001815737,"2021,2022",4,True,True,False,False,2
0001815753,"2022,2023",2,False,True,True,False,2
0001815776,"2022,2023,2024",4,False,True,True,True,3
0001815805,2021,3,True,False,False,False,1
0001815849,"2021,2022,2023,2024",5,True,True,True,True,4
0001815903,"2021,2022,2023,2024",5,True,True,True,True,4
0001815974,"2021,2022,2023,2024",4,True,True,True,True,4
0001816017,"2021,2022,2023,2024",6,True,True,True,True,4
0001816048,2021,2,True,False,False,False,1
0001816049,"2021,2022,2023,2024",4,True,True,True,True,4
0001816090,2021,2,True,False,False,False,1
0001816101,2021,2,True,False,False,False,1
0001816114,2021,1,True,False,False,False,1
0001816147,"2021,2022,2023,2024",4,True,True,True,True,4
0001816176,"2021,2022",4,True,True,False,False,2
0001816233,"2021,2022,2023,2024",5,True,True,True,True,4
0001816261,"2021,2022",4,True,True,False,False,2
0001816431,"2021,2022,2023,2024",5,True,True,True,True,4
0001816554,"2021,2022,2023,2024",4,True,True,True,True,4
0001816571,"2021,2022,2023,2024",4,True,True,True,True,4
0001816581,"2021,2022,2023,2024",5,True,True,True,True,4
0001816589,"2021,2022,2023,2024",4,True,True,True,True,4
0001816590,"2022,2023,2024",3,False,True,True,True,3
0001816613,"2021,2022,2023,2024",5,True,True,True,True,4
0001816696,2021,2,True,False,False,False,1
0001816708,"2021,2022,2023,2024",7,True,True,True,True,4
0001816736,"2021,2022,2023,2024",4,True,True,True,True,4
0001816750,"2021,2022",2,True,True,False,False,2
0001816816,2021,2,True,False,False,False,1
0001816861,"2021,2022,2023,2024",4,True,True,True,True,4
0001816906,"2021,2022,2023",3,True,True,True,False,3
0001816937,2024,1,False,False,False,True,1
0001817004,"2022,2023,2024",3,False,True,True,True,3
0001817071,2021,2,True,False,False,False,1
0001817153,"2021,2022",3,True,True,False,False,2
0001817218,2023,1,False,False,True,False,1
0001817229,"2021,2022,2023,2024",4,True,True,True,True,4
0001817232,"2021,2022,2023,2024",7,True,True,True,True,4
0001817358,"2021,2022,2023,2024",4,True,True,True,True,4
0001817511,"2022,2023,2024",4,False,True,True,True,3
0001817565,2022,1,False,True,False,False,1
0001817640,"2021,2022,2023,2024",9,True,True,True,True,4
0001817669,"2021,2022,2023,2024",4,True,True,True,True,4
0001817713,"2022,2023,2024",3,False,True,True,True,3
0001817760,"2021,2022,2023,2024",5,True,True,True,True,4
0001817786,"2021,2022",4,True,True,False,False,2
0001817825,"2021,2022,2023,2024",4,True,True,True,True,4
0001817868,"2022,2023",2,False,True,True,False,2
0001817944,"2021,2022",4,True,True,False,False,2
0001818066,"2021,2022,2023,2024",4,True,True,True,True,4
0001818089,"2021,2022,2023",6,True,True,True,False,3
0001818093,"2021,2022,2023,2024",6,True,True,True,True,4
0001818152,"2021,2022,2023,2024",4,True,True,True,True,4
0001818201,"2021,2022,2023,2024",5,True,True,True,True,4
0001818212,"2021,2022",4,True,True,False,False,2
0001818221,"2021,2022",4,True,True,False,False,2
0001818254,"2021,2022,2023,2024",4,True,True,True,True,4
0001818331,"2021,2022,2023,2024",5,True,True,True,True,4
0001818346,"2021,2022",4,True,True,False,False,2
0001818355,2021,2,True,False,False,False,1
0001818382,"2021,2022,2023,2024",5,True,True,True,True,4
0001818383,"2021,2022,2023,2024",4,True,True,True,True,4
0001818502,"2021,2022,2023,2024",7,True,True,True,True,4
0001818550,"2021,2023,2024",4,True,False,True,True,3
0001818605,"2023,2024",3,False,False,True,True,2
0001818644,"2021,2022,2023,2024",5,True,True,True,True,4
0001818654,"2021,2022,2023,2024",4,True,True,True,True,4
0001818674,"2021,2022,2023",4,True,True,True,False,3
0001818787,2022,1,False,True,False,False,1
0001818794,"2021,2022,2023,2024",4,True,True,True,True,4
0001818844,"2021,2022,2023,2024",5,True,True,True,True,4
0001818873,"2021,2022",4,True,True,False,False,2
0001818874,"2021,2022,2023,2024",6,True,True,True,True,4
0001818876,"2021,2022",4,True,True,False,False,2
0001818880,2022,1,False,True,False,False,1
0001819035,"2021,2022",4,True,True,False,False,2
0001819113,"2021,2022,2023",5,True,True,True,False,3
0001819133,"2021,2022,2023,2024",4,True,True,True,True,4
0001819142,"2021,2022,2023,2024",4,True,True,True,True,4
0001819157,"2021,2022",5,True,True,False,False,2
0001819175,"2021,2022,2023",6,True,True,True,False,3
0001819253,"2022,2023,2024",3,False,True,True,True,3
0001819263,2021,2,True,False,False,False,1
0001819313,2021,2,True,False,False,False,1
0001819394,"2021,2022,2023,2024",7,True,True,True,True,4
0001819395,"2022,2023,2024",4,False,True,True,True,3
0001819399,"2021,2022",3,True,True,False,False,2
0001819404,"2021,2022,2023,2024",5,True,True,True,True,4
0001819411,"2022,2023,2024",4,False,True,True,True,3
0001819438,"2021,2022,2023,2024",6,True,True,True,True,4
0001819493,"2021,2022,2023,2024",5,True,True,True,True,4
0001819496,"2021,2022",4,True,True,False,False,2
0001819498,"2022,2023",2,False,True,True,False,2
0001819510,"2021,2022",4,True,True,False,False,2
0001819516,"2021,2022,2023,2024",5,True,True,True,True,4
0001819574,"2021,2022,2023,2024",5,True,True,True,True,4
0001819576,"2021,2022,2023,2024",4,True,True,True,True,4
0001819584,"2021,2022,2023",5,True,True,True,False,3
0001819608,"2021,2022",4,True,True,False,False,2
0001819615,"2021,2022,2023,2024",5,True,True,True,True,4
0001819663,2022,1,False,True,False,False,1
0001819724,2022,1,False,True,False,False,1
0001819790,"2021,2022,2023,2024",4,True,True,True,True,4
0001819796,"2021,2022,2023,2024",5,True,True,True,True,4
0001819810,"2021,2022,2023,2024",5,True,True,True,True,4
0001819848,"2021,2022,2023,2024",5,True,True,True,True,4
0001819881,"2021,2022,2023",3,True,True,True,False,3
0001819928,"2022,2023,2024",3,False,True,True,True,3
0001819974,"2022,2023,2024",4,False,True,True,True,3
0001819989,"2021,2022,2023,2024",7,True,True,True,True,4
0001819994,"2021,2022,2023,2024",5,True,True,True,True,4
0001820143,2021,3,True,False,False,False,1
0001820144,"2021,2022,2023,2024",7,True,True,True,True,4
0001820160,"2021,2022",3,True,True,False,False,2
0001820175,"2021,2022,2023,2024",4,True,True,True,True,4
0001820190,"2021,2022,2023,2024",4,True,True,True,True,4
0001820191,"2021,2022",4,True,True,False,False,2
0001820201,"2021,2022",4,True,True,False,False,2
0001820209,2022,1,False,True,False,False,1
0001820302,"2021,2022,2023,2024",6,True,True,True,True,4
0001820566,"2021,2022,2023,2024",6,True,True,True,True,4
0001820630,"2021,2022,2023",5,True,True,True,False,3
0001820721,"2021,2022,2023,2024",5,True,True,True,True,4
0001820727,"2021,2022",6,True,True,False,False,2
0001820728,"2021,2022,2023",3,True,True,True,False,3
0001820852,2021,4,True,False,False,False,1
0001820872,"2021,2022,2023,2024",6,True,True,True,True,4
0001820875,"2021,2022,2023,2024",8,True,True,True,True,4
0001820877,"2021,2022,2023,2024",6,True,True,True,True,4
0001820878,"2021,2022,2023,2024",5,True,True,True,True,4
0001820931,"2021,2022",4,True,True,False,False,2
0001820953,"2021,2022,2023,2024",4,True,True,True,True,4
0001821018,2021,2,True,False,False,False,1
0001821075,"2021,2022",4,True,True,False,False,2
0001821146,"2021,2022,2023",4,True,True,True,False,3
0001821159,"2021,2022,2023,2024",5,True,True,True,True,4
0001821160,"2021,2022,2023,2024",4,True,True,True,True,4
0001821169,2022,1,False,True,False,False,1
0001821171,2021,2,True,False,False,False,1
0001821175,"2021,2022,2023,2024",4,True,True,True,True,4
0001821260,"2021,2022",2,True,True,False,False,2
0001821292,"2021,2022,2023,2024",4,True,True,True,True,4
0001821317,2021,2,True,False,False,False,1
0001821318,"2021,2022",5,True,True,False,False,2
0001821323,"2021,2022,2023",3,True,True,True,False,3
0001821329,"2022,2023",2,False,True,True,False,2
0001821393,"2021,2022,2023,2024",5,True,True,True,True,4
0001821586,"2021,2022,2023,2024",6,True,True,True,True,4
0001821595,2021,2,True,False,False,False,1
0001821606,"2021,2022,2023",3,True,True,True,False,3
0001821682,"2021,2022",5,True,True,False,False,2
0001821685,"2021,2022,2023,2024",4,True,True,True,True,4
0001821742,"2021,2022",4,True,True,False,False,2
0001821769,"2021,2022,2023,2024",9,True,True,True,True,4
0001821788,"2021,2022,2023",5,True,True,True,False,3
0001821806,"2021,2022,2023,2024",4,True,True,True,True,4
0001821812,"2022,2023",2,False,True,True,False,2
0001821825,"2022,2023,2024",3,False,True,True,True,3
0001821850,"2021,2022,2023",4,True,True,True,False,3
0001821946,"2021,2022,2023,2024",4,True,True,True,True,4
0001822027,"2021,2022",3,True,True,False,False,2
0001822145,"2021,2022,2023",6,True,True,True,False,3
0001822166,"2021,2022,2023,2024",4,True,True,True,True,4
0001822219,"2021,2022",4,True,True,False,False,2
0001822250,"2021,2022,2023,2024",5,True,True,True,True,4
0001822309,"2021,2022",4,True,True,False,False,2
0001822312,2022,1,False,True,False,False,1
0001822315,"2021,2022,2023,2024",4,True,True,True,True,4
0001822359,"2021,2022,2023,2024",7,True,True,True,True,4
0001822360,"2021,2022",2,True,True,False,False,2
0001822366,"2021,2022,2023",6,True,True,True,False,3
0001822372,"2021,2022,2023",3,True,True,True,False,3
0001822462,"2021,2022,2023,2024",6,True,True,True,True,4
0001822479,"2021,2022,2023,2024",4,True,True,True,True,4
0001822492,"2021,2022,2023,2024",5,True,True,True,True,4
0001822523,"2022,2023,2024",3,False,True,True,True,3
0001822553,2021,2,True,False,False,False,1
0001822691,"2021,2022,2023",3,True,True,True,False,3
0001822711,"2022,2023",2,False,True,True,False,2
0001822791,"2021,2022,2023,2024",4,True,True,True,True,4
0001822792,"2021,2022",6,True,True,False,False,2
0001822835,"2021,2022",4,True,True,False,False,2
0001822862,2022,1,False,True,False,False,1
0001822866,"2021,2022",2,True,True,False,False,2
0001822873,"2021,2022",4,True,True,False,False,2
0001822877,"2021,2022",4,True,True,False,False,2
0001822886,"2022,2023,2024",4,False,True,True,True,3
0001822912,"2022,2023",2,False,True,True,False,2
0001822928,"2021,2022,2023,2024",6,True,True,True,True,4
0001822929,"2021,2022,2023",5,True,True,True,False,3
0001822935,"2021,2022",2,True,True,False,False,2
0001822966,"2021,2022,2023,2024",6,True,True,True,True,4
0001822993,"2022,2023,2024",3,False,True,True,True,3
0001823000,"2021,2022,2023,2024",7,True,True,True,True,4
0001823033,2022,1,False,True,False,False,1
0001823034,2022,1,False,True,False,False,1
0001823046,"2021,2022,2023,2024",4,True,True,True,True,4
0001823086,"2021,2022,2023",5,True,True,True,False,3
0001823097,"2021,2022,2023,2024",4,True,True,True,True,4
0001823143,"2021,2022",2,True,True,False,False,2
